sample	species	genus	superkingdom	taxonReads
JK081L-2_S2	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
JK081L-6_S6	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
JK081L-7_S7	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
JK105L-6_S21	Synechococcus sp. CS-1325	Synechococcus	Bacteria	2
JK109L-4_S22	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
JK115L-4_S23	Synechococcus sp. CS-1325	Synechococcus	Bacteria	3
JK137L-7_S15	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
StB097L-02_S2	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
StB106L-04_S12	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
StB109L-06_S30	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
WJ192L-4_S31	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
WJ196L-10_S10	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
WJ196L-11_S11	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
WJ196L-12_S12	Synechococcus sp. CS-1325	Synechococcus	Bacteria	2
WJ196L-4_S4	Synechococcus sp. CS-1325	Synechococcus	Bacteria	7
WJ196L-5_S5	Synechococcus sp. CS-1325	Synechococcus	Bacteria	2
WJ196L-6_S6	Synechococcus sp. CS-1325	Synechococcus	Bacteria	3
WJ196L-7_S7	Synechococcus sp. CS-1325	Synechococcus	Bacteria	2
WJ196L-8_S8	Synechococcus sp. CS-1325	Synechococcus	Bacteria	1
WJ196L-9_S9	Synechococcus sp. CS-1325	Synechococcus	Bacteria	3
191011_SND405_A_L007_APMG-6-1	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
200313_A00902_A_L001_APMG-8-4	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_1	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_13	Synechococcus sp. CS-1326	Synechococcus	Bacteria	2
201118_A00902_B_L1-2_APMG_19_14	Synechococcus sp. CS-1326	Synechococcus	Bacteria	2
201118_A00902_B_L1-2_APMG_19_16	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_7	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
ELS162S7	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
IE111L-1_S1	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
IE111L-4_S1	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
IE111L-5_S5	Synechococcus sp. CS-1326	Synechococcus	Bacteria	2
IE113L-4_S4	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
IE114L-1_S9	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
JK079L-8_S8	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
JK080L-11_S27	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
JK080L-12_S28	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
JK080L-14_S30	Synechococcus sp. CS-1326	Synechococcus	Bacteria	2
JK081L-6_S6	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
JK105L-6_S21	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
JK109L-4_S22	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
JoW005L-3_S35	Synechococcus sp. CS-1326	Synechococcus	Bacteria	1
WJ192L-3_S30	Synechococcus sp. CS-1326	Synechococcus	Bacteria	2
WJ196L-4_S4	Synechococcus sp. CS-1326	Synechococcus	Bacteria	6
WJ196L-9_S9	Synechococcus sp. CS-1326	Synechococcus	Bacteria	2
JK109L-4_S21	Synechococcus sp. CS-1327	Synechococcus	Bacteria	1
200313_A00902_A_L001_APMG-8-1	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
200313_A00902_A_L001_APMG-8-12	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
200313_A00902_A_L002_APMG-9-8	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_11	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_12	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
201118_A00902_B_L1-2_APMG_19_14	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_15	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
201118_A00902_B_L1-2_APMG_19_16	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
201118_A00902_B_L1-2_APMG_19_17	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_2	Synechococcus sp. CS-1328	Synechococcus	Bacteria	3
201118_A00902_B_L1-2_APMG_19_5	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_7	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_9	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-1	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-10	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-4	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
210810_A00902_B_L001_APMG-37-6	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
210810_A00902_B_L001_APMG-37-9	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-1	Synechococcus sp. CS-1328	Synechococcus	Bacteria	4
210810_A00902_B_L002_APMG-38-10	Synechococcus sp. CS-1328	Synechococcus	Bacteria	4
210810_A00902_B_L002_APMG-38-15	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-2	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-3	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-8	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-9	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
BH193L-1_S22	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
BH194L-2_S26	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
BH194L-3_S25	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
BH194L-4_S16	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
BH194L-4_S17	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
BH194L-6_S26	Synechococcus sp. CS-1328	Synechococcus	Bacteria	3
BH195L-2_S18	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
BH195L-3_S28	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
BH195L-4_S29	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
ELS165S9	Synechococcus sp. CS-1328	Synechococcus	Bacteria	3
ELS167S10	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
IE111L-1_S1	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
IE111L-2_S2	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
IE111L-3_S3	Synechococcus sp. CS-1328	Synechococcus	Bacteria	4
IE111L-5_S5	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
IE111L-7_S7	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
IE112L-2_S10	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
IE112L-3_S11	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
IE112L-4_S17	Synechococcus sp. CS-1328	Synechococcus	Bacteria	3
IE112L-5_S18	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
IE112L-6_S19	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
IE113L-1_S13	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
IE113L-3_S3	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
IE113L-4_S4	Synechococcus sp. CS-1328	Synechococcus	Bacteria	3
IE113L-5_S5	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
IE113L-6_S6	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
IE113L-7_S7	Synechococcus sp. CS-1328	Synechococcus	Bacteria	3
IE114L-1_S9	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
IE114L-2_S10	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
IE114L-3_S11	Synechococcus sp. CS-1328	Synechococcus	Bacteria	8
JK079L-10-WDH_S10	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK079L-12-WDH_S12	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK079L-13-WDH_S13	Synechococcus sp. CS-1328	Synechococcus	Bacteria	3
JK079L-3_S3	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK080L-1_S17	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK080L-10_S26	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK080L-12_S28	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK080L-14_S30	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK080L-4_S20	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK080L-8_S24	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK080L-9_S25	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
JK081L-1_S1	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK081L-12_S12	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK081L-3_S3	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
JK081L-6_S6	Synechococcus sp. CS-1328	Synechococcus	Bacteria	3
JK081L-7_S7	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK105L-6_S21	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
JK109L-4_S22	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
JK109L-6_S31	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK115L-2_S24	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
JK115L-4_S23	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
JK136L-2_S2	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK136L-3_S3	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK136L-4_S4	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK136L-5_S5	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JK138L-6_S22	Synechococcus sp. CS-1328	Synechococcus	Bacteria	4
JoW002L-6_S14	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JoW003L-1_S17	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
JoW005L-2_S34	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
JoW005L-4_S36	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
StB097L-03_S3	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
StB097L-06_S6	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
StB106L-02_S10	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
StB106L-05_S13	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
StB108L-02_S18	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
StB109L-01_S25	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
StB109L-05_S29	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
StB109L-06_S30	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
WJ192L-4_S31	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
WJ192L-5_S32	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
WJ194L-2_S22	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
WJ194L-6_S26	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
WJ195L-1_S17	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
WJ196L-10_S10	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
WJ196L-11_S11	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
WJ196L-12_S12	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
WJ196L-13_S13	Synechococcus sp. CS-1328	Synechococcus	Bacteria	1
WJ196L-14_S14	Synechococcus sp. CS-1328	Synechococcus	Bacteria	3
WJ196L-4_S4	Synechococcus sp. CS-1328	Synechococcus	Bacteria	29
WJ196L-5_S5	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
WJ196L-6_S6	Synechococcus sp. CS-1328	Synechococcus	Bacteria	3
WJ196L-7_S7	Synechococcus sp. CS-1328	Synechococcus	Bacteria	4
WJ196L-8_S8	Synechococcus sp. CS-1328	Synechococcus	Bacteria	2
WJ196L-9_S9	Synechococcus sp. CS-1328	Synechococcus	Bacteria	13
191011_SND405_A_L007_APMG-6-1	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
191011_SND405_A_L007_APMG-6-3	Synechococcus sp. CS-1329	Synechococcus	Bacteria	18
200313_A00902_A_L001_APMG-8-1	Synechococcus sp. CS-1329	Synechococcus	Bacteria	18
200313_A00902_A_L001_APMG-8-10	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
200313_A00902_A_L001_APMG-8-12	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
200313_A00902_A_L001_APMG-8-3	Synechococcus sp. CS-1329	Synechococcus	Bacteria	13
200313_A00902_A_L001_APMG-8-4	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-8	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_1	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_12	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_15	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_2	Synechococcus sp. CS-1329	Synechococcus	Bacteria	8
201118_A00902_B_L1-2_APMG_19_8	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_9	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-10	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-11	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-3	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
210810_A00902_B_L001_APMG-37-6	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-1	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-2	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-4	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
210810_A00902_B_L002_APMG-38-5	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-7	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
210810_A00902_B_L002_APMG-38-8	Synechococcus sp. CS-1329	Synechococcus	Bacteria	3
BH193L-1_S22	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
BH193L-5_S24	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
BH194L-1_S25	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
BH194L-2_S26	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
BH194L-3_S25	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
BH194L-6_S26	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
BH194L-7_S17	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
BH195L-3_S28	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
ELS165S9	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
ELS167S10	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE111L-1_S1	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE111L-4_S1	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE111L-5_S5	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE111L-7_S7	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
IE112L-1_S9	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE112L-3_S11	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE112L-5_S18	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE112L-6_S19	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE113L-1_S13	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE113L-2_S14	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE113L-3_S3	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
IE114L-2_S10	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JK079L-1_S1	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JK079L-11-WDH_S11	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK079L-12-WDH_S12	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK079L-4_S4	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JK079L-7-WDH_S7	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK079L-9_S9	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK080L-1_S17	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK080L-10_S26	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK080L-13_S29	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK080L-14_S30	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK080L-2_S18	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK080L-6_S22	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK081L-2_S2	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK081L-4_S4	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JK081L-6_S6	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JK081L-7_S7	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK105L-6_S21	Synechococcus sp. CS-1329	Synechococcus	Bacteria	3
JK109L-4_S22	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JK109L-5_S30	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK109L-6_S31	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JK115L-2_S24	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK115L-4_S23	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JK136L-2_S2	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JK136L-3_S3	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK136L-4_S4	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JK136L-6_S6	Synechococcus sp. CS-1329	Synechococcus	Bacteria	5
JK137L-1_S9	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK137L-2_S10	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK137L-4_S12	Synechococcus sp. CS-1329	Synechococcus	Bacteria	5
JK137L-5_S13	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK138L-3_S19	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JK138L-7_S23	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JoW001L-5_S5	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JoW001L-6_S6	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
JoW002L-1_S9	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
JoW002L-4_S12	Synechococcus sp. CS-1329	Synechococcus	Bacteria	3
JoW005L-4_S36	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
StB097L-04_S4	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
StB106L-04_S12	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
StB108L-02_S18	Synechococcus sp. CS-1329	Synechococcus	Bacteria	5
StB108L-03_S19	Synechococcus sp. CS-1329	Synechococcus	Bacteria	10
WJ192L-1_S29	Synechococcus sp. CS-1329	Synechococcus	Bacteria	2
WJ194L-2_S22	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
WJ194L-3_S23	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
WJ195L-1_S17	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
WJ195L-5_S18	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
WJ196L-10_S10	Synechococcus sp. CS-1329	Synechococcus	Bacteria	7
WJ196L-12_S12	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
WJ196L-13_S13	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
WJ196L-14_S14	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
WJ196L-4_S4	Synechococcus sp. CS-1329	Synechococcus	Bacteria	16
WJ196L-5_S5	Synechococcus sp. CS-1329	Synechococcus	Bacteria	7
WJ196L-6_S6	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
WJ196L-7_S7	Synechococcus sp. CS-1329	Synechococcus	Bacteria	5
WJ196L-8_S8	Synechococcus sp. CS-1329	Synechococcus	Bacteria	1
WJ196L-9_S9	Synechococcus sp. CS-1329	Synechococcus	Bacteria	18
200313_A00902_A_L001_APMG-8-6	Synechococcus sp. CS-1331	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-11	Synechococcus sp. CS-1331	Synechococcus	Bacteria	1
